target,source,group,long,lat
Lebanon,Ziad Antar,1,35.86228,33.85472
Lebanon,Zena el Khalil,1,35.86228,33.85472
Lebanon,Faisal Samra,1,35.86228,33.85472
Lebanon,César Gemayel,1,35.86228,33.85472
Lebanon,CAMP,1,35.86228,33.85472
Lebanon,Rania Stephan,1,35.86228,33.85472
Lebanon,Walid Raad,1,35.86228,33.85472
Lebanon,Lamia Joreige,1,35.86228,33.85472
Lebanon,Gilbert Hage,1,35.86228,33.85472
Lebanon,Lawrence Abu Hamdan ,1,35.86228,33.85472
Lebanon,Khaled Sabsabi,1,35.86228,33.85472
Lebanon,Jalal Toufic,1,35.86228,33.85472
Lebanon,Daoud Corm,1,35.86228,33.85472
Lebanon,Fouad Elkoury,1,35.86228,33.85472
Lebanon,Tarek Atoui,1,35.86228,33.85472
Lebanon,Omar Rajeh,1,35.86228,33.85472
Lebanon,Mona Hatoum,1,35.86228,33.85472
Lebanon,Pascal Hachem,1,35.86228,33.85472
Lebanon,Marwan Rechmaoui,1,35.86228,33.85472
Lebanon,Saloua Raouda Choucair,1,35.86228,33.85472
Lebanon,Graziella Rizkallah Toufic,1,35.86228,33.85472
Lebanon,Joana Hadjithomas and Khalil Joreige,1,35.86228,33.85472
Lebanon,Ola Hejazi,1,35.86228,33.85472
Lebanon,Jananne Al-Ani,1,35.86228,33.85472
Lebanon,Georges Daoud Corm,1,35.86228,33.85472
Lebanon,Mohamed Abdelkarim,1,35.86228,33.85472
Lebanon,Marwan Sahmarani,1,35.86228,33.85472
Lebanon,Rayyane Tabet,1,35.86228,33.85472
Lebanon,Rania Attieh,1,35.86228,33.85472
Lebanon,Ninar Esber,1,35.86228,33.85472
Leeds,Lawrence Abu Hamdan ,1,-1.549077,53.80076
Leiden Museum Amsterdam,Ahmed Mater,2,NA,NA
Leiden University,Sophie Ernst,2,NA,NA
Leighton House Museum,Monir Shahroudy Farmanfarmaian,2,NA,NA
Levantine Cultural Center,Wafaa Bilal,2,NA,NA
Liban,Jayce Salloum,1,35.86228,33.85472
Library,Meriç Algün Ringborg ,2,NA,NA
Libya,Abdullah Al-Mazrook,1,17.22833,26.3351
Libya,Samira Badran,1,17.22833,26.3351
Libya,Abdulmajid Ali Al-Jarouf,1,17.22833,26.3351
Libya,Arwa Abouon,1,17.22833,26.3351
Libyan,Arwa Abouon,3,NA,NA
Life Magazine,Bob Landry,2,NA,NA
Lima,Rasheed Araeen,1,-77.04279,-12.04637
Linda Pace Foundation,Shahzia Sikander,2,NA,NA
Line,Susan Hefuna,2,NA,NA
Linköping University,Meriç Algün Ringborg ,2,NA,NA
Linz,Nida Sinnokrot,1,14.28583,48.30694
Linz,mounir fatmi,1,14.28583,48.30694
Linz,Raeda Saadeh,1,14.28583,48.30694
Lisboa,Ana Vidigal,1,-9.139337,38.72225
Lisboa,Pantea Rahmani,1,-9.139337,38.72225
Lisboa,Rasheed Araeen,1,-9.139337,38.72225
Liverpool,Larissa Sansour,1,-2.991573,53.40837
Liverpool,Susan Hefuna,1,-2.991573,53.40837
Liverpool,Iman Issa,1,-2.991573,53.40837
Liverpool,Khalil Rabah,1,-2.991573,53.40837
Liverpool,Wael Shawky,1,-2.991573,53.40837
Liverpool,Hrair Sarkissian,1,-2.991573,53.40837
Liverpool Biennial,CAMP,2,NA,NA
Liverpool Biennial,Jawad Al Malhi,2,NA,NA
Liverpool Biennial,N.S. Harsha,2,NA,NA
Livorno,Seif Wanly,1,10.31057,43.54847
Ljubljana,Angela Harutyunyan,1,14.50575,46.05695
Ljubljana,Wafaa Bilal,1,14.50575,46.05695
Ljubljana,Waheeda Malullah,1,14.50575,46.05695
Ljubljana,Walid Siti,1,14.50575,46.05695
Llandudno,Meriç Algün Ringborg ,1,-3.827609,53.32406
London,Sophia Al Maria,1,-0.1277583,51.50735
London,Monir Shahroudy Farmanfarmaian,1,-0.1277583,51.50735
London,Rabih Mroué,1,-0.1277583,51.50735
London,Khaled Jarrar,1,-0.1277583,51.50735
London,Runa Islam,1,-0.1277583,51.50735
London,Maha Maamoun,1,-0.1277583,51.50735
London,Imran Qureshi,1,-0.1277583,51.50735
London,Shahrzad Changalvaee,1,-0.1277583,51.50735
London,Sara Naim,1,-0.1277583,51.50735
London,Ayman Baalbaki,1,-0.1277583,51.50735
London,CAMP,1,-0.1277583,51.50735
London,Derek Ogbourne,1,-0.1277583,51.50735
London,Oraib Toukan,1,-0.1277583,51.50735
London,Adam Henein,1,-0.1277583,51.50735
London,Tanbak,1,-0.1277583,51.50735
London,David Claerbout,1,-0.1277583,51.50735
London,N.S. Harsha,1,-0.1277583,51.50735
London,Shahpour Pouyan,1,-0.1277583,51.50735
London,Hassan Massoudy,1,-0.1277583,51.50735
London,Sulayman Al Bassam,1,-0.1277583,51.50735
London,Hamra Abbas,1,-0.1277583,51.50735
London,Abdulaziz Ashour,1,-0.1277583,51.50735
London,Lawrence Abu Hamdan ,1,-0.1277583,51.50735
London,Marwan Rechmaoui,1,-0.1277583,51.50735
London,Hesam Rahmanian,1,-0.1277583,51.50735
London,Atta Sabri,1,-0.1277583,51.50735
London,Abdulnasser Gharem,1,-0.1277583,51.50735
London,Hassan Hajjaj,1,-0.1277583,51.50735
London,Hayv Kahraman,1,-0.1277583,51.50735
London,Faisal Samra,1,-0.1277583,51.50735
London,Yasam Sasmazer,1,-0.1277583,51.50735
London,Golnaz Fathi,1,-0.1277583,51.50735
London,Raeda Ashour,1,-0.1277583,51.50735
London,Hafidh al-Droubi,1,-0.1277583,51.50735
London,Rula Halawani,1,-0.1277583,51.50735
London,Mounir Al-Shaarani,1,-0.1277583,51.50735
London,Safeya Binzagr,1,-0.1277583,51.50735
London,Lamya Gargash,1,-0.1277583,51.50735
London,Athier,1,-0.1277583,51.50735
London,Sophie Ernst,1,-0.1277583,51.50735
London,Noha Al-Sharif,1,-0.1277583,51.50735
London,Mohammed Ben Ali Rbati,1,-0.1277583,51.50735
London,Iman Issa,1,-0.1277583,51.50735
London,Haroon Mirza ,1,-0.1277583,51.50735
London,Asad Faulwell,1,-0.1277583,51.50735
London,Dia Al-Azzawi ,1,-0.1277583,51.50735
London,Hrair Sarkissian,1,-0.1277583,51.50735
London,Waheeda Malullah,1,-0.1277583,51.50735
London,Nadia Ayari,1,-0.1277583,51.50735
London,Wafa Hourani,1,-0.1277583,51.50735
London,Adel Abidin,1,-0.1277583,51.50735
London,Walid Siti,1,-0.1277583,51.50735
London,Yousef Jaha,1,-0.1277583,51.50735
London,Adel Abdessemed,1,-0.1277583,51.50735
London,Sharif Waked,1,-0.1277583,51.50735
London,Nevin Aladag,1,-0.1277583,51.50735
London,Rasheed Araeen,1,-0.1277583,51.50735
London,Anri Sala,1,-0.1277583,51.50735
London,Georges Daoud Corm,1,-0.1277583,51.50735
London,Ammar Al Attar,1,-0.1277583,51.50735
London,Keith Shiri,1,-0.1277583,51.50735
London,Nicky Nodjoumi,1,-0.1277583,51.50735
London,Amar Kanwar,1,-0.1277583,51.50735
London,Mona Hatoum,1,-0.1277583,51.50735
London,Haris Epaminonda,1,-0.1277583,51.50735
London,Başak Ertür,1,-0.1277583,51.50735
London,Ninar Esber,1,-0.1277583,51.50735
London,Mariam Ghani,1,-0.1277583,51.50735
London,Shadi Ghadirian,1,-0.1277583,51.50735
London,Mohammed Ghani Hikmat,1,-0.1277583,51.50735
London,Nadia Kaabi-Linke,1,-0.1277583,51.50735
London,Moataz Nasr,1,-0.1277583,51.50735
London,Simryn Gill,1,-0.1277583,51.50735
London,Zeinab Al Hashemi,1,-0.1277583,51.50735
London,Khalil Rabah,1,-0.1277583,51.50735
London,Rachid Koraïchi,1,-0.1277583,51.50735
London,Rana Begum,1,-0.1277583,51.50735
London,Jawad Al Malhi,1,-0.1277583,51.50735
London,Latifa Echakhch,1,-0.1277583,51.50735
London,Tarek Halaby,1,-0.1277583,51.50735
London,Ismaïl Bahri,1,-0.1277583,51.50735
London,Manal Al Dowayan,1,-0.1277583,51.50735
London,Lara Baladi,1,-0.1277583,51.50735
London,Noura Bouzo,1,-0.1277583,51.50735
London,YOVO! YOVO!,1,-0.1277583,51.50735
London,Jenine Sharabi,1,-0.1277583,51.50735
London,Ala Ebtekar,1,-0.1277583,51.50735
London,Melik Ohanian,1,-0.1277583,51.50735
London,Shirin Neshat,1,-0.1277583,51.50735
London,Diana Al Hadid,1,-0.1277583,51.50735
London,Tarek Al-Ghoussein,1,-0.1277583,51.50735
London,Cevdet Erek,1,-0.1277583,51.50735
London,Jalal Toufic,1,-0.1277583,51.50735
London,Larissa Sansour,1,-0.1277583,51.50735
London,Suad Al Attar,1,-0.1277583,51.50735
London,Raqs Media Collective,1,-0.1277583,51.50735
London,Theo Eshetu,1,-0.1277583,51.50735
London,Idris Khan,1,-0.1277583,51.50735
London,Shaikha Al Mazrou,1,-0.1277583,51.50735
London,Jowhara Al-Saud ,1,-0.1277583,51.50735
London,Rosalind Nashashibi,1,-0.1277583,51.50735
London,Wael Shawky,1,-0.1277583,51.50735
London,Basma Al Sharif,1,-0.1277583,51.50735
London,Samah Hijawi,1,-0.1277583,51.50735
London,Yazan Khalili,1,-0.1277583,51.50735
London,Abdulnasser Al-Amri,1,-0.1277583,51.50735
London,Reza Aramesh,1,-0.1277583,51.50735
London,Abbas Akhavan,1,-0.1277583,51.50735
London,Ahmed Alsoudani,1,-0.1277583,51.50735
London,Doa Aly,1,-0.1277583,51.50735
London,Susan Hefuna,1,-0.1277583,51.50735
London,Leila Pazooki,1,-0.1277583,51.50735
London,Walid Raad,1,-0.1277583,51.50735
London,Laurent Grasso,1,-0.1277583,51.50735
London,Jananne Al-Ani,1,-0.1277583,51.50735
London,Pascal Hachem,1,-0.1277583,51.50735
London,Ismail al-Shaikhly,1,-0.1277583,51.50735
London,Manal Dowayan,1,-0.1277583,51.50735
London,Raeda Saadeh,1,-0.1277583,51.50735
London,Rokni Haerizadeh,1,-0.1277583,51.50735
London,Zena el Khalil,1,-0.1277583,51.50735
London,Lamia Joreige,1,-0.1277583,51.50735
London,Hanan Abdullah Bahamdan,1,-0.1277583,51.50735
London,Huda Totonji,1,-0.1277583,51.50735
London,Lulwah Al-Homoud,1,-0.1277583,51.50735
London,Ramin Haerizadeh,1,-0.1277583,51.50735
London,Hassan Sharif,1,-0.1277583,51.50735
London,Sarah Abu Abdallah,1,-0.1277583,51.50735
London,Zineb Sedira,1,-0.1277583,51.50735
London,Hala Elkoussy,1,-0.1277583,51.50735
London,Mahmoud Refat,1,-0.1277583,51.50735
London,Marwan Sahmarani,1,-0.1277583,51.50735
London,Jayce Salloum,1,-0.1277583,51.50735
London,Ahmad Morshedloo,1,-0.1277583,51.50735
London,Ziad Antar,1,-0.1277583,51.50735
London,Darvish Fakhr,1,-0.1277583,51.50735
London College of Communication,Sara Naim,2,NA,NA
Long Beach,Asad Faulwell,1,-118.1937,33.77005
Lorestan,Hojat Amani,1,48.39882,33.58184
Los Angeles,Runa Islam,1,-118.2437,34.05223
Los Angeles,Eungie Joo,1,-118.2437,34.05223
Los Angeles,Ala Ebtekar,1,-118.2437,34.05223
Los Angeles,Latifa Echakhch,1,-118.2437,34.05223
Los Angeles,Asad Faulwell,1,-118.2437,34.05223
Los Angeles,Fayçal Baghriche ,1,-118.2437,34.05223
Los Angeles,Amir H. Fallah,1,-118.2437,34.05223
Los Angeles,Wafaa Bilal,1,-118.2437,34.05223
Los Angeles,Sherin Guirguis,1,-118.2437,34.05223
Los Angeles,Jumana Manna ,1,-118.2437,34.05223
Los Angeles,Ghada Khunji,1,-118.2437,34.05223
Los Angeles,Gita Meh,1,-118.2437,34.05223
Los Angeles,Shaikha Al Mazrou,1,-118.2437,34.05223
Los Angeles,René Gabri,1,-118.2437,34.05223
Los Angeles,Wael Shawky,1,-118.2437,34.05223
Los Angeles County Museum,Wafaa Bilal,2,NA,NA
Los Angeles County Museum of Art,Ahmed Mater,2,NA,NA
Los Angeles Museum of Contemporary Art,Nil Yalter,2,NA,NA
Louis Comfort Tiffany Foundation,Matt Saunders,2,NA,NA
Louisiana Museum of Modern Art,Adel Abidin,2,NA,NA
Louisiana Museum of Modern Art,Sarah Abu Abdallah,2,NA,NA
Louisiana State University,Nabil Nahas,2,NA,NA
Lubumbashi,Moataz Nasr,1,27.47944,-11.66472
Lucie Foundation,Ghada Khunji,2,NA,NA
Lund University,Basma Al Sharif,2,NA,NA
Luxor,Hamed Nada,1,32.63964,25.68724
Luxor,Adam Henein,1,32.63964,25.68724
Lyon,mounir fatmi,1,4.835659,45.76404
Lyon,Latifa Echakhch,1,4.835659,45.76404
Lyon,Farid Belkahia,1,4.835659,45.76404
Lyon,Melik Ohanian,1,4.835659,45.76404
Lyon,Adel Abdessemed,1,4.835659,45.76404
Maakous Sculptors Group,Nastaran Safaei,2,NA,NA
MAC-VAL Museum,Adel Abidin,2,NA,NA
MacArthur Foundation,Shahzia Sikander,2,NA,NA
Madinah,"Lina Gazzaz,",1,39.6,24.46667
Madinah,Khalid Khidr ,1,39.6,24.46667
Madrid,Mahmoud Refat,1,-3.70379,40.41678
Madrid,Driss Ouadahi,1,-3.70379,40.41678
Madrid,Hamed Nada,1,-3.70379,40.41678
Madrid,Mohammed Melehi,1,-3.70379,40.41678
Madrid,Ismail al-Shaikhly,1,-3.70379,40.41678
Madrid,Tanbak,1,-3.70379,40.41678
Madrid,Abdulhalim Radwi,1,-3.70379,40.41678
Madrid,Hamed Owais,1,-3.70379,40.41678
Mahe,Ala Ebtekar,1,55.4804,-4.682669
Mahmoud Saïd Museum,Seif Wanly,2,NA,NA
Mahmoud Saïd Museum,Adham Wanly,2,NA,NA
Maine,Nabil Nahas,1,-69.44547,45.25378
Maine,Diana Al Hadid,1,-69.44547,45.25378
Malaysia,Ahmed Tayseer Badrah,1,101.9758,4.210484
Malaysia,Simryn Gill,1,101.9758,4.210484
Malaysia,Sara Naim,1,101.9758,4.210484
Malaysia,Golnaz Fathi,1,101.9758,4.210484
Mali,Youssef Nabil,1,-3.996166,17.57069
Mali,Susan Hefuna,1,-3.996166,17.57069
Mali,Maha Maamoun,1,-3.996166,17.57069
Mali,Mohamed Bourouissa,1,-3.996166,17.57069
Malian,Daouda Coulibaly,3,NA,NA
Malmö,Haris Epaminonda,1,13.00382,55.60498
Malmö,Meriç Algün Ringborg ,1,13.00382,55.60498
Malmö,Setareh Shahbazi,1,13.00382,55.60498
Malmö Art Museum,Meriç Algün Ringborg ,2,NA,NA
Malmö Fine Art Academy,Basma Al Sharif,2,NA,NA
Malmö Konsthall,Haris Epaminonda,2,NA,NA
Malmö Konsthall,Meriç Algün Ringborg ,2,NA,NA
Malta,Suad Al Attar,1,14.37542,35.9375
Manama,Mounira Al Solh,1,50.58333,26.21667
Manama,Jumana Emil Abboud,1,50.58333,26.21667
Manama,Marwa Rustam,1,50.58333,26.21667
Manara & Kimo,Rania Stephan,2,NA,NA
Manarat Al Saadiyat,Abdullah Al Saadi,2,NA,NA
Manchester,Hamra Abbas,1,-2.242631,53.48076
Manchester,Larissa Sansour,1,-2.242631,53.48076
Manchester,Haroon Mirza ,1,-2.242631,53.48076
Manchester,Muzamil Choudhury,1,-2.242631,53.48076
Manchester,Sherif El Azma,1,-2.242631,53.48076
Manchester,Amina Menia,1,-2.242631,53.48076
Manifesta ,Cabinet,2,NA,NA
Manifesta ,Raed Yassin,2,NA,NA
Manifesta ,Mounira Al Solh,2,NA,NA
Manifesta ,Rosalind Nashashibi,2,NA,NA
Manifesta ,Raqs Media Collective,2,NA,NA
Mansoojat Foundation,Amnah Alireza,2,NA,NA
Maraya Art Centre,Ala Ebtekar,2,NA,NA
Maraya Arts Centre,Adel Abidin,2,NA,NA
Marche,Ziad Antar,1,12.98962,43.50587
Mardin,Halil Altindere,1,40.72448,37.32116
Mario Merz Foundation,Pascal Hachem,2,NA,NA
Maroc,Farid Belkahia,1,-7.09262,31.7917
Maronite Church,Daoud Corm,2,NA,NA
Maronite College of Rome,Daoud Corm,2,NA,NA
Marrakech,Maalem Abdelkébir Merchane,1,-8.008889,31.63
Marrakech,Kamarstudios ,1,-8.008889,31.63
Marrakech,Mohammed Melehi,1,-8.008889,31.63
Marrakech,Farid Belkahia,1,-8.008889,31.63
Marrakech,Hassan Hajjaj,1,-8.008889,31.63
Marseille,Taysir Batniji,1,5.36978,43.29648
Marseille,Samah Hijawi,1,5.36978,43.29648
Marseille,Mouna Karray,1,5.36978,43.29648
Marseille,Zineb Sedira,1,5.36978,43.29648
Mart Museum,Nida Sinnokrot,2,NA,NA
Martin Luther University of Halle-Wittenberg,Atta Sabri,2,NA,NA
Maryland Institute College of Art,Amir H. Fallah,2,NA,NA
Mashad,Iman Raad,1,59.61675,36.26046
Massachusetts,Raqs Media Collective,1,-71.38244,42.40721
Massachusetts,Lamia Joreige,1,-71.38244,42.40721
Massachusetts,Jowhara Al-Saud ,1,-71.38244,42.40721
Massachusetts Institute of Technology,Burak Arikan,2,NA,NA
Mathaf Arab Museum of Arab Art,Adel Abidin,2,NA,NA
Mathaf Museum,Tarek Al-Ghoussein,2,NA,NA
Mathaf Museum,Abdelkader Benchamma,2,NA,NA
Mauritania,Dimi Mint Abba,1,-10.94083,21.00789
Mecca,Shadia and Raja Alem,1,39.81667,21.41667
Mecca,Ahmed Felemban ,1,39.81667,21.41667
Mecca,Abdulhalim Radwi,1,39.81667,21.41667
Mecca,Yousef Jaha,1,39.81667,21.41667
Mecca,Younès Rahmoun,1,39.81667,21.41667
Mecca,Abdul Ghafur Sheikh,1,39.81667,21.41667
Mecca,Khaled Al-Faisal,1,39.81667,21.41667
Mecca,Shadia Alem,1,39.81667,21.41667
Mecca,Nasser Al-Salem,1,39.81667,21.41667
Mecca,Taha Al-Sabban,1,39.81667,21.41667
Mecca,Baseem Al Sharqi,1,39.81667,21.41667
Mecca,Mahdi Al Jeraibi,1,39.81667,21.41667
Mecca,Fahd Al-Khalif,1,39.81667,21.41667
Mecca,Safeya Binzagr,1,39.81667,21.41667
Mecca,Bob Landry,1,39.81667,21.41667
Mecca,"Lina Gazzaz,",1,39.81667,21.41667
Mecca,Saddek Wasil,1,39.81667,21.41667
Mecca,Khalid Khidr ,1,39.81667,21.41667
Media and New Media,Adel Abidin,2,NA,NA
Mediterranean,Yazid Oulab,1,-81.51628,28.08072
Mediterranean,Nida Sinnokrot,1,-81.51628,28.08072
Mediterranean,Hamed Owais,1,-81.51628,28.08072
Mediterranean,Gamal el-Sigini,1,-81.51628,28.08072
Mediterranean,Djamel Kokene,1,-81.51628,28.08072
Mediterranean Project,Rasheed Araeen,2,NA,NA
Meessen De Clerq,Meriç Algün Ringborg ,2,NA,NA
Melbourne,Adel Abidin,1,-80.60811,28.08363
Melbourne,Simryn Gill,1,-80.60811,28.08363
Melbourne,Moataz Nasr,1,-80.60811,28.08363
Melbourne,Raafat Ishak,1,-80.60811,28.08363
Memphis,Ahmad Osman,1,-90.04898,35.14953
Mercedes,Yto Barrada,2,NA,NA
Mercosur,Jonathas de Andrade,2,NA,NA
Metropolitan Museum of Art,Nabil Nahas,2,NA,NA
Metropolitan Museum of Art,Walid Siti,2,NA,NA
Metropolitan Museum of Art,Nicky Nodjoumi,2,NA,NA
Metropolitan Museum of Art,Monir Shahroudy Farmanfarmaian,2,NA,NA
Mexican,Hamed Owais,3,NA,NA
Mexico,Youssef Nabil,1,-102.5528,23.6345
Mexico,Hala Elkoussy,1,-102.5528,23.6345
Mexico,Nevin Aladag,1,-102.5528,23.6345
Mexico,Amir H. Fallah,1,-102.5528,23.6345
Mexico,Jilali Gharbaoui,1,-102.5528,23.6345
Mexico,Jessica Mein,1,-102.5528,23.6345
Mexico,Mohammed Melehi,1,-102.5528,23.6345
Mexico,Marwan Sahmarani,1,-102.5528,23.6345
Mexico,Sahand Hesamiyan,1,-102.5528,23.6345
Mexico,Leila Pazooki,1,-102.5528,23.6345
México City,Leila Pazooki,1,-99.13321,19.43261
México City,Hrair Sarkissian,1,-99.13321,19.43261
México City,Hala Elkoussy,1,-99.13321,19.43261
México City,Nevin Aladag,1,-99.13321,19.43261
México City,Almagul Menlibayeva,1,-99.13321,19.43261
Miami,Asad Faulwell,1,-80.19179,25.76168
Miami,Ahmed Mater,1,-80.19179,25.76168
Miami,Wafaa Bilal,1,-80.19179,25.76168
Miami,Diana Al Hadid,1,-80.19179,25.76168
Miami Beach,Shahpour Pouyan,1,-80.13005,25.79065
Michaelis School of Fine Art,Hasan and Husain Essop,2,NA,NA
Michigan,Nabil Nahas,1,-85.60236,44.31484
Michigan,Anri Sala,1,-85.60236,44.31484
Michigan Museum of Art UMMA,Nabil Nahas,2,NA,NA
Michigan State University,Basir Mahmood ,2,NA,NA
Middle East,Akram Zaatari,1,42.55096,29.29853
Middle East,Shafic Abboud,1,42.55096,29.29853
Middle East,Jananne Al-Ani,1,42.55096,29.29853
Middle East,Adel Abidin,1,42.55096,29.29853
Middle East,Monir Shahroudy Farmanfarmaian,1,42.55096,29.29853
Middle East,Nabil Nahas,1,42.55096,29.29853
Middle East,Raed Yassin,1,42.55096,29.29853
Middle East,Lulwah Al-Homoud,1,42.55096,29.29853
Middle East,Ahmed Alsoudani,1,42.55096,29.29853
Middle East,Mona Hatoum,1,42.55096,29.29853
Middle East,Ali Al-Tokhais,1,42.55096,29.29853
Middle East,Yusef A. Lateef,1,42.55096,29.29853
Middle East,Abdullah Hammas,1,42.55096,29.29853
Middle East,Nida Sinnokrot,1,42.55096,29.29853
Middle East,Oraib Toukan,1,42.55096,29.29853
Middle East,Ziad Dalloul,1,42.55096,29.29853
Middle East,Jowhara AlSaud,1,42.55096,29.29853
Middle East,Fahrelnissa Zeid,1,42.55096,29.29853
Middle East,Jenine Sharabi,1,42.55096,29.29853
Middle East,Zahra Bu Ali,1,42.55096,29.29853
Middle East,Janet Hagopian,1,42.55096,29.29853
Middle East,Shadi Ghadirian,1,42.55096,29.29853
Middle East,Rania Attieh,1,42.55096,29.29853
Middle East,Iman Raad,1,42.55096,29.29853
Middle East,Khaled Jarrar,1,42.55096,29.29853
Middle East,Ahmad Morshedloo,1,42.55096,29.29853
Middle East,Zena el Khalil,1,42.55096,29.29853
Middle East,Raeda Ashour,1,42.55096,29.29853
Middle East,Abdulnasser Gharem,1,42.55096,29.29853
Middle East,Reza Aramesh,1,42.55096,29.29853
Middle East,Taysir Batniji,1,42.55096,29.29853
Middle East,Fouad Elkoury,1,42.55096,29.29853
Middle East,Kassab Bachi,1,42.55096,29.29853
Middle East,Walid Raad,1,42.55096,29.29853
Middle East,Rokni Haerizadeh,1,42.55096,29.29853
Middle East,Wafa Hourani,1,42.55096,29.29853
Middle East,Diana Al Hadid,1,42.55096,29.29853
Middle East,Larissa Sansour,1,42.55096,29.29853
Middle East,Tarek Atoui,1,42.55096,29.29853
Middle East,Khaled Akil,1,42.55096,29.29853
Middle East,Mona Saudi,1,42.55096,29.29853
Middle East,Khaled Hourani,1,42.55096,29.29853
Middle East,Hassan Sharif,1,42.55096,29.29853
Middle East Technical University,Aras Özgün,2,NA,NA
Miftaha Arts Village,Ahmed Mater,2,NA,NA
Migros Museum,mounir fatmi,2,NA,NA
Milan,Pascal Hachem,1,9.185924,45.46542
Milan,Ahmad Morshedloo,1,9.185924,45.46542
Milan,Meriç Algün Ringborg ,1,9.185924,45.46542
Milwaukee Art Museum Milwaukee,Wafaa Bilal,2,NA,NA
Ministry of Culture,Seif Wanly,2,NA,NA
Ministry of Culture,Abdullah Nawawi,2,NA,NA
Ministry of Culture,Adham Wanly,2,NA,NA
Ministry of Culture,Kamran Shirdel,2,NA,NA
Ministry of Culture,Mohammed Melehi,2,NA,NA
Ministry of Culture,Adam Henein,2,NA,NA
Ministry of Energy,Abdulaziz Ashour,2,NA,NA
Ministry of Foreign Affairs,Mohammed Melehi,2,NA,NA
Minneapolis,Yto Barrada,1,-93.26501,44.97775
Minneapolis College of Art and Design,Hend Al-Mansour,2,NA,NA
Minneapolis Institute of Art,Ahmed Alsoudani,2,NA,NA
Minnesota,Hend Al-Mansour,1,-94.6859,46.72955
MIT Press,Jayce Salloum,2,NA,NA
MIT Press,Naeem Mohaiemen,2,NA,NA
Mjedil,Sharif Waked,1,NA,NA
Mobile Cinema Department,Rashid Masharawi,2,NA,NA
Mobile-School,Djamel Kokene,2,NA,NA
MOCA,Larissa Sansour,2,NA,NA
Model Court,Lawrence Abu Hamdan ,2,NA,NA
Modern Art Museum,Sherif El Azma,2,NA,NA
Moderna Museet,Meriç Algün Ringborg ,2,NA,NA
Mohamed V University,Abdelfattah Kilito,2,NA,NA
Mohammed Mahmoud Khalil Museum,Georges Sabbagh,2,NA,NA
MoMA,Rashid Masharawi,2,NA,NA
MoMA,Susan Hefuna,2,NA,NA
MoMA,Steve Reinke,2,NA,NA
MoMA,Matt Saunders,2,NA,NA
MoMA PS1,Fatima Al Qadiri,2,NA,NA
Monaco Foundation,Saâdane Afif,2,NA,NA
Monash University Museum of Art,Moataz Nasr,2,NA,NA
Monash University Museum of Art,Raafat Ishak,2,NA,NA
Montana,Moayad Hakim,1,-110.3626,46.87968
Montgomery,Setareh Shahbazi,1,-86.29997,32.36681
Montpellier,Abdelfattah Kilito,1,3.876716,43.61077
Montpellier,Melik Ohanian,1,3.876716,43.61077
Montpellier,Basma Al Sharif,1,3.876716,43.61077
Montpellier,Anna Boghiguian,1,3.876716,43.61077
Montreal,Abbas Akhavan,1,-73.56726,45.50169
Montreal,Runa Islam,1,-73.56726,45.50169
Montreal,Ahmed Foula,1,-73.56726,45.50169
Montreal,Sam Shalabi,1,-73.56726,45.50169
Montreal,Marwan Sahmarani,1,-73.56726,45.50169
Montreal,Anri Sala,1,-73.56726,45.50169
Montreal,Arwa Abouon,1,-73.56726,45.50169
MOP,Niyaz-Azadikhah,2,NA,NA
MOP,Hesam Rahmanian,2,NA,NA
Mori Art Museum,Adel Abidin,2,NA,NA
Mori Art Museum,Hrair Sarkissian,2,NA,NA
Mori Art Museum,mounir fatmi,2,NA,NA
Mori Art Museum,Lamia Joreige,2,NA,NA
Mori Art Museum,Jananne Al-Ani,2,NA,NA
Mori Art Museum,Tarek Al-Ghoussein,2,NA,NA
Mori Museum of Art,Ahmed Mater,2,NA,NA
Moroccan,Amino Belyamani,3,NA,NA
Moroccan,Ahmed Cherkaoui,3,NA,NA
Moroccan,Jilali Gharbaoui,3,NA,NA
Moroccan,Abdelfattah Kilito,3,NA,NA
Moroccan,Farid Belkahia,3,NA,NA
Moroccan,Mohammed Melehi,3,NA,NA
Moroccan,Maalem Abdelkébir Merchane,3,NA,NA
Moroccan,Ali Essafi,3,NA,NA
Moroccan,Mohammed Ben Ali Rbati,3,NA,NA
Morocco,Hassan Hajjaj,1,-7.09262,31.7917
Morocco,Younès Rahmoun,1,-7.09262,31.7917
Morocco,Mohammed Melehi,1,-7.09262,31.7917
Morocco,Farid Belkahia,1,-7.09262,31.7917
Morocco,Mona Saudi,1,-7.09262,31.7917
Morocco,Jilali Gharbaoui,1,-7.09262,31.7917
Morocco,Mohamed El Mahdaoui,1,-7.09262,31.7917
Morocco,Ali Essafi,1,-7.09262,31.7917
Morocco,Sean Gullette,1,-7.09262,31.7917
Morocco,Latifa Echakhch,1,-7.09262,31.7917
Morocco,Mohammed Ben Ali Rbati,1,-7.09262,31.7917
Morocco,Ahmed Cherkaoui,1,-7.09262,31.7917
Morocco,Hicham Ayouch,1,-7.09262,31.7917
Morocco,Kamarstudios ,1,-7.09262,31.7917
Morocco,Ismaïl Bahri,1,-7.09262,31.7917
Morocco,mounir fatmi,1,-7.09262,31.7917
Morocco,Yto Barrada,1,-7.09262,31.7917
Morocco,Abdelfattah Kilito,1,-7.09262,31.7917
Morocco,Driss Ouadahi,1,-7.09262,31.7917
Morocco,Noma Omran,1,-7.09262,31.7917
