source,group,target,lat,long
Mohammed Melehi,2,Museum of Modern Art,,
Mohammed Melehi,2,PLO,,
Mohammed Melehi,2,Rockefeller Foundation,,
Mohammed Melehi,2,Sultan Gallery,,
Mohammed Melehi,2,École des Beaux-Arts,,
Mohanna Durra,2,,,
Mohanna Durra,2,Academy of Fine Arts,,
Mohanna Durra,2,Georgetown University,,
Mohanna Durra,2,Imperial Court of Japan,,
Mohanna Durra,2,Jordan National,,
Mohanna Durra,2,Union of Arab Artists,,
Mohsen Ahmadvand,2,BA,,
Mohsen Ahmadvand,2,Faculty of Fine Arts,,
Mohsen Ahmadvand,2,Tehran University,,
Mona Hatoum,2,Biennale of Sydney,,
Mona Hatoum,2,Biennial,,
Mona Hatoum,2,Byam Shaw School of Art,,
Mona Hatoum,2,Centre Pompidou,,
Mona Hatoum,2,Documenta,,
Mona Hatoum,2,Hamburger Kunsthalle,,
Mona Hatoum,2,Museum of Contemporary Art,,
Mona Hatoum,2,New Museum of Contemporary Art,,
Mona Hatoum,2,Phaidon Press,,
Mona Hatoum,2,Sharjah Biennial,,
Mona Hatoum,2,Slade School of Art,,
Mona Hatoum,2,Venice Biennale,,
Mona Marzouk,2,Academy of Fine Arts,,
Mona Marzouk,2,Alexandria Contemporary Arts Forum,,
Mona Marzouk,2,Art,,
Mona Marzouk,2,Art in General,,
Mona Marzouk,2,BALTIC Centre,,
Mona Marzouk,2,Canary Islands Biennale,,
Mona Marzouk,2,Gwanju Biennale,,
Mona Marzouk,2,Havana Biennial,,
Mona Marzouk,2,MUSAC,,
Mona Marzouk,2,Steirischer Herbst,,
Mona Marzouk,2,Townhouse Gallery,,
Mona Saudi,2,Assila Museum,,
Mona Saudi,2,Barjeel Foundation (Sharjah),,
Mona Saudi,2,British Museum,,
Mona Saudi,2,Institut du Monde Arabe,,
Mona Saudi,2,Khaled Shoman Foundation,,
Mona Saudi,2,Museum of Modern Art,,
Mona Saudi,2,National Museum,,
Mona Saudi,2,Sharjah Art Foundation,,
Monir Shahroudy Farmanfarmaian,2,Leighton House Museum,,
Monir Shahroudy Farmanfarmaian,2,Metropolitan Museum of Art,,
Monir Shahroudy Farmanfarmaian,2,Museum of Contemporary Art,,
Monir Shahroudy Farmanfarmaian,2,Museum of Modern Art,,
Monir Shahroudy Farmanfarmaian,2,Parsons School of Design,,
Monir Shahroudy Farmanfarmaian,2,Tehran Museum of Contemporary Art,,
Monir Shahroudy Farmanfarmaian,2,Venice Biennale,,
Morteza Ahmadvand,2,Tehran University,,
Mostafa Darehbaghi,2,BA,,
Mostafa Darehbaghi,2,Plastic Art School,,
Mostafa Darehbaghi,2,University of Art,,
Mouna Karray,2,Centre d’Art Vivant at Rades (Tunisia),,
Mouna Karray,2,Cite Internationale des Arts (Paris),,
Mouna Karray,2,Civitella Ranieri Foundation (Umbria,,
Mouna Karray,2,Modern,,
Mouna Karray,2,Museum of Contemporary,,
Mouna Karray,2,Quai Branly Museum,,
Mouna Karray,2,Town Museum,,
Mounir Al-Shaarani,2,British Museum,,
Mounir Al-Shaarani,2,Gezira Art Center,,
Mounir Al-Shaarani,2,Rietberq Museum,,
Mounir Al-Shaarani,2,Sharjah Art Museum,,
Mounir Al-Shaarani,2,Shawqi Museum,,
Mounir Al-Shaarani,2,University of Damascus,,
mounir fatmi,2,Biennale,,
mounir fatmi,2,Centre Georges Pompidou,,
mounir fatmi,2,Gwangju Biennale,,
mounir fatmi,2,Migros Museum,,
mounir fatmi,2,Mori Art Museum,,
mounir fatmi,2,Museum Kunst Palast,,
mounir fatmi,2,Venice Biennale,,
mounir fatmi,2,VHS,,
Mounira Al Solh,2,Al Riwaq Art Space,,
Mounira Al Solh,2,Arizona State University Art Museum,,
Mounira Al Solh,2,Gerrit Rietveld Academy,,
Mounira Al Solh,2,Guild Art Gallery,,
Mounira Al Solh,2,Haus Der Kunst,,
Mounira Al Solh,2,Istanbul Biennial,,
Mounira Al Solh,2,Lebanese University,,
Mounira Al Solh,2,Manifesta,,
Mounira Al Solh,2,Performance & Film Programme,,
Mounira Al Solh,2,Sharjah Biennial,,
Mounira Al Solh,2,Stedelijk Museum,,
Mounira Al Solh,2,Venice Biennale,,
Muhamad Haider,2,House,,
Muratbek Djumaliev,2,Art,,
Muratbek Djumaliev,2,Department of Graphics,,
Muratbek Djumaliev,2,Kyrgyz National Museum of Fine Arts,,
Muratbek Djumaliev,2,Kyrgyz State Art College,,
Muratbek Djumaliev,2,Kyrgyz State College of Fine Art,,
Muratbek Djumaliev,2,Moscow Academy of Fine Arts,,
Muratbek Djumaliev,2,Mukhina Academy of Art,,
Muratbek Djumaliev,2,MUSAC,,
Muratbek Djumaliev,2,Museum of Contemporary Art,,
Muratbek Djumaliev,2,National Museum Cardiff,,
Muratbek Djumaliev,2,Sharjah Biennial,,
Muratbek Djumaliev,2,Tallinn Academy of Fine Arts,,
Muratbek Djumaliev,2,Venice Biennale,,
Muratbek Djumaliev,2,Wales International,,
Murtaza Vali,2,Art,,
Murtaza Vali,2,Art Dubai,,
Murtaza Vali,2,Cornell University,,
Murtaza Vali,2,Global Art Forum,,
Murtaza Vali,2,New York University,,
Murtaza Vali,2,Sharjah Art Foundation,,
Murtaza Vali,2,Yale School of Art,,
Musaed Alhulis,2,Contemporary Islamic Art Exhibition,,
Musaed Alhulis,2,Tasami Center,,
Musaed Alhulis,2,Technical College,,
Musaed Alhulis,2,University of Huddersfield,,
Musaed Alhulis,2,Vehicle Systems,,
Muzamil Choudhury,2,The Prince’s School of Traditional Arts,,
N.S. Harsha,2,Biennial,,
N.S. Harsha,2,Chicago Cultural Center,,
N.S. Harsha,2,Daimler,,
N.S. Harsha,2,Faculty of Fine Arts,,
N.S. Harsha,2,Hermes,,
N.S. Harsha,2,House,,
N.S. Harsha,2,Liverpool Biennial,,
N.S. Harsha,2,Serpentine Gallery,,
N.S. Harsha,2,Sharjah Biennial,,
N.S. Harsha,2,Singapore Biennale,,
Nabil Nahas,2,Baton Rouge,,
Nabil Nahas,2,Boston Museum of Fine Arts,,
Nabil Nahas,2,Colby College Museum of Art,,
Nabil Nahas,2,Flint Institute of Art,,
Nabil Nahas,2,High Museum,,
Nabil Nahas,2,Louisiana State University,,
Nabil Nahas,2,Metropolitan Museum of Art,,
Nabil Nahas,2,Michigan Museum of Art UMMA,,
Nabil Nahas,2,Pennsylvania Academy of Fine Arts,,
Nabil Nahas,2,Rutgers University,,
Nabil Nahas,2,Vorhees Zimmerli Museum,,
Nabil Nahas,2,Yale University,,
Nadia Ayari,2,Art Dubai,,
Nadia Ayari,2,Biennale,,
Nadia Ayari,2,Fine Arts Work Center,,
Nadia Ayari,2,Rhode Island School of Design,,
Nadia Ayari,2,Skowhegan School of Painting,,
Nadia Ayari,2,The Third Line,,
Nadia Ayari,2,Thessaloniki Biennale,,
Nadia Kaabi Linke,2,Biennial,,
Nadia Kaabi Linke,2,Sharjah Biennial,,
Nadia Kaabi Linke,2,Sorbonne University,,
Nadia Kaabi Linke,2,University of Fine Arts,,
Nadia Kaabi-Linke,2,Abbot Hall Art Gallery,,
Nadia Kaabi-Linke,2,Abraaj Capital,,
Nadia Kaabi-Linke,2,Galerie El Marsa,,
Nadia Kaabi-Linke,2,Gallery Christian Hosp,,
Nadia Kaabi-Linke,2,Green Cardamom,,
Nadia Kaabi-Linke,2,Lawrie Shabibi,,
Nadia Kaabi-Linke,2,Pan-African Culture Festival,,
Nadia Kaabi-Linke,2,Pontevedra Art Biennial,,
Nadia Kaabi-Linke,2,Sharjah Biennial,,
Nadia Kaabi-Linke,2,Sorbonne University,,
Nadia Kaabi-Linke,2,University of Fine Arts,,
Nadia-Kaabi-Linke,2,Abraaj Capital,,
Nadia-Kaabi-Linke,2,Academy of Fine Arts,,
Nadia-Kaabi-Linke,2,Art,,
Nadia-Kaabi-Linke,2,Art and Technology,,
Nadia-Kaabi-Linke,2,Bethanien,,
Nadia-Kaabi-Linke,2,Cabinet,,
Nadia-Kaabi-Linke,2,Etopia Centre,,
Nadia-Kaabi-Linke,2,Herbert F Johnson Museum,,
Nadia-Kaabi-Linke,2,June Paik Art Center,,
Nadia-Kaabi-Linke,2,Lawrie Shabibi,,
Nadia-Kaabi-Linke,2,Liverpool Biennial,,
Nadia-Kaabi-Linke,2,Louisiana Museum of Modern Art,,
Nadia-Kaabi-Linke,2,Museum of Modern Art,,
Nadia-Kaabi-Linke,2,Sharjah Biennial,,
Nadia-Kaabi-Linke,2,Sorbonne University,,
Nadia-Kaabi-Linke,2,Vehbi Koç Foundation,,
Nadia-Kaabi-Linke,2,Venice Biennale,,
Naeem Mohaiemen,2,,,
Naeem Mohaiemen,2,MIT Press,,
Naeem Mohaiemen,2,Whitney Biennial,,
Nargess Hashemi,2,Art,,
Nargess Hashemi,2,Fine,,
Nargess Hashemi,2,Gallery Isabelle van den Eynde,,
Nargess Hashemi,2,Neyshabour Institute,,
Nargess Hashemi,2,Tehran Museum of Contemporary Art,,
Nargess Hashemi,2,Tehran University,,
Nasir Nasrallah,2,Emirates Fine Arts Society,,
Nasir Nasrallah,2,Khalifa University,,
Nasir Nasrallah,2,UAE Board,,
Nasser Al-Salem,2,al Kora University,,
Nastaran Safaei,2,Graphic Design,,
Nastaran Safaei,2,Maakous Sculptors Group,,
Nastaran Safaei,2,Naghshe Kowsar Art School,,
Nastaran Safaei,2,Sooreh University,,
Nathaniel-Rackowe,2,Art,,
Nathaniel-Rackowe,2,Bangkok University,,
Nathaniel-Rackowe,2,Cisneros Fontanals Art Foundation,,
Nathaniel-Rackowe,2,Collection,,
Nathaniel-Rackowe,2,Contemporary Arts Society,,
Nathaniel-Rackowe,2,DEN FRIE Centre of Contemporary Art,,
Nathaniel-Rackowe,2,Ernst & Young Collection,,
Nathaniel-Rackowe,2,Hauser & Wirth Collection,,
Nathaniel-Rackowe,2,Museum of Modern Art,,
Nathaniel-Rackowe,2,Museum of New Art,,
Nathaniel-Rackowe,2,UK Government,,
Neda Razavipour,2,BA,,
Neda Razavipour,2,Ecole National,,
Neda Razavipour,2,Stage Design,,
Negin Ganjavi,2,Azad University,,
Nevin Aladag,2,Art,,
Nevin Aladag,2,Art and Design,,
Nevin Aladag,2,Istanbul Biennial,,
Nevin Aladag,2,Museo Tamayo,,
Nevin Aladag,2,Museum of Contemporary Art,,
Nevin Aladag,2,National Museum,,
Nevin Aladag,2,Taipei Biennial,,
Nicky Nodjoumi,2,Arts,,
Nicky Nodjoumi,2,Asia Society,,
Nicky Nodjoumi,2,British Museum,,
Nicky Nodjoumi,2,City College of New York,,
Nicky Nodjoumi,2,Cleveland Institute of Art,,
Nicky Nodjoumi,2,Depaul Art Museum,,
Nicky Nodjoumi,2,Metropolitan Museum of Art,,
Nicky Nodjoumi,2,National Museum of Cuba,,
Nicky Nodjoumi,2,Tehran University of Fine Arts,,
Nida Sinnokrot,2,Art,,
Nida Sinnokrot,2,Bard College,,
Nida Sinnokrot,2,Biennial,,
Nida Sinnokrot,2,Mart Museum,,
Nida Sinnokrot,2,Paul Robeson Fund,,
Nida Sinnokrot,2,Rockefeller Foundation,,
Nida Sinnokrot,2,Sharjah Biennial,,
Nida Sinnokrot,2,University of Texas,,
Nida Sinnokrot,2,West Bank,,
Nida Sinnokrot,2,West Bank Butterfly - Kite Project,,
Nida Sinnokrot,2,Whitney Museum of,,
Nika Oblak,2,Academy of Fine Arts,,
Nika Oblak,2,Arts,,
Nika Oblak,2,BA,,
Nika Oblak,2,Biennial,,
Nika Oblak,2,Busan International,,
Nika Oblak,2,Japan Media,,
Nika Oblak,2,Museu da Cidade,,
Nika Oblak,2,New European Media,,
Nika Oblak,2,Sharjah Biennial,,
Nikolaj Bendix Skyum Larsen,2,Art,,
Nikolaj Bendix Skyum Larsen,2,BA,,
Nikolaj Bendix Skyum Larsen,2,Chelsea College of Art,,
Nikolaj Bendix Skyum Larsen,2,La Maison Rouge,,
Nikolaj Bendix Skyum Larsen,2,Museum of Contemporary Art,,
Nikolaj Bendix Skyum Larsen,2,Museum of Modern Art,,
Nikolaj Bendix Skyum Larsen,2,Sharjah Biennial,,
Nikolaj Bendix Skyum Larsen,2,Slade School of Fine Art,,
Nikolaj Bendix Skyum Larsen,2,Telefonica,,
Nikolaj Bendix Skyum Larsen,2,University of California,,
Nil Yalter,2,Art,,
Nil Yalter,2,Centre Pompidou,,
Nil Yalter,2,Contemporary Art Center,,
Nil Yalter,2,Fonds national d’art contemporain,,
Nil Yalter,2,French National Library,,
Nil Yalter,2,Istanbul Modern,,
Nil Yalter,2,Los Angeles Museum of Contemporary Art,,
Nil Yalter,2,Modern,,
Nil Yalter,2,Museum of Modern Art,,
Nil Yalter,2,Musée de l’Homme,,
Nil Yalter,2,National Museum of Women,,
Nil Yalter,2,Robert College,,
Nil Yalter,2,Tate Modern,,
Nil Yalter,2,Women,,
Ninar Esber,2,Art,,
Ninar Esber,2,British Museum,,
Ninar Esber,2,Contemporary Art Center,,
Ninar Esber,2,Istanbul Biennial,,
Niyaz-Azadikhah,2,Gallery,,
Niyaz-Azadikhah,2,Gallery Isabelle van den Eynde,,
Niyaz-Azadikhah,2,MOP,,
Niyaz-Azadikhah,2,Palais de Tokyo,,
Noha Al-Sharif,2,BA,,
Noha Al-Sharif,2,Jeddah School of Fine Arts,,
Noha Al-Sharif&apos;s,2,Edge of Arabia,,
Noha Al-Sharif&apos;s,2,Jeddah College of Fine Arts,,
Noha Faoud Al-Ghalib,2,House,,
Noha Faoud Al-Ghalib,2,Polaroid,,
Noma Omran,2,,,
Noma Omran,2,Higher Institute of Music,,
Noma Omran,2,Janáček Institute,,
Noma Omran,2,Ji,,
Noma Omran,2,Orléans Institute of Music,,
Noura Bouzo,2,Arts,,
Noura Bouzo,2,BA,,
Noura Bouzo,2,Harvard Business School,,
Noura Bouzo,2,Oasis Magazine,,
Noura Bouzo,2,University of London,,
Néjib Belkadhi,2,,,
Néjib Belkadhi,2,Propaganda Production,,
OFFICE Kersten Geers David Van Severen,2,Ghent,,
OFFICE Kersten Geers David Van Severen,2,University of Ghent,,
Ola Hejazi,2,,,
Ola Hejazi,2,College of London,,
Olafur Eliasson,2,Royal,,
Olafur Eliasson,2,Serpentine Gallery,,
Olafur Eliasson,2,Tate Modern,,
Olafur Eliasson,2,Ullens Center,,
Olafur Eliasson,2,Venice Biennale,,
Omar Berrada,2,,,
Omar Berrada,2,Centre Pompidou,,
Omar Berrada,2,Tangier International,,
Omar Rajeh,2,Beirut International,,
Oraib Toukan,2,Bard College,,
Oraib Toukan,2,Geography and Information Systems,,
Oraib Toukan,2,Nayruz Holdings,,
Otobong Nkanga,2,Biennale,,
Otobong Nkanga,2,Kiasma Museum of Contemporary Art,,
Otobong Nkanga,2,Shanghai Biennale,,
Otobong Nkanga,2,Tate Modern,,
Otobong Nkanga,2,Weltkulturen Museum,,
Pablo Lobato,2,Stenersen Museum,,
Pablo Lobato,2,Universidade,,
Pablo Lobato,2,Universidade Federal,,
Panos Tsagaris,2,Abrons Arts Center,,
Panos Tsagaris,2,Chelsea Hotel,,
Panos Tsagaris,2,Davide Balliano & Panos Tsagaris,,
Panos Tsagaris,2,Emily Carr Institute of Art & Design,,
Panos Tsagaris,2,Galerie Michel Rein,,
Panos Tsagaris,2,Imperial Belvedere Palace Museum,,
Panos Tsagaris,2,Kalfayan Galleries,,
Panos Tsagaris,2,Palais de Tokyo,,
Panos Tsagaris,2,Sunset,,
Panos Tsagaris,2,the Sun,,
Panos Tsagaris,2,Thessaloniki Biennale,,
Panos Tsagaris,2,Tsagaris,,
Panos Tsagaris,2,UN,,
Pantea Rahmani,2,European and International,,
Pantea Rahmani,2,University of Teheran,,
Part-Time Suite,2,Hermés Korea Foundation,,
Part-Time Suite,2,Part-time Suite Press,,
Pascal Hachem,2,,,
Pascal Hachem,2,Georges Pompidou Centre,,
Pascal Hachem,2,Mario Merz Foundation,,
Pascal Hachem,2,Spatial Design,,
Pascale Marthine Tayou,2,Documenta,,
Pascale Marthine Tayou,2,Garage Center,,
Pascale Marthine Tayou,2,Malmö Konsthall,,
Pascale Marthine Tayou,2,Marrakech Biennale,,
Pascale Marthine Tayou,2,Venice Biennale,,
Pedro Reyes,2,Documenta,,
Peyman Hooshmandzadeh,2,Azad University,,
Peyman Hooshmandzadeh,2,BA,,
Pouran-Jinchi,2,Asian Art Museum,,
Pouran-Jinchi,2,Brooklyn Museum,,
Pouran-Jinchi,2,Farjam Collection,,
Pouran-Jinchi,2,Federal Reserve Bank,,
Pouran-Jinchi,2,Metropolitan Museum,,
Pouran-Jinchi,2,Museum of Art,,
Pouran-Jinchi,2,Museum of Fine Arts,,
Pouran-Jinchi,2,Museum of Fine Arts Houston,,
Pouran-Jinchi,2,Pratt Institute,,
Pouya Parsamagham,2,Fribourg International,,
Primož Novak,2,Academy of Fine Arts,,
Primož Novak,2,Arts,,
Primož Novak,2,BA,,
Primož Novak,2,Biennial,,
Primož Novak,2,Busan International,,
Primož Novak,2,Japan Media,,
Primož Novak,2,Museu da Cidade,,
Primož Novak,2,New European Media,,
Primož Novak,2,Sharjah Biennial,,
Raafat Ishak,2,Government,,
Raafat Ishak,2,Ian Potter Museum of Art,,
Raafat Ishak,2,Monash University Museum of Art,,
Raafat Ishak,2,National Gallery of Victoria,,
Raafat Ishak,2,Sutton Gallery,,
Raafat Ishak,2,University of Melbourne,,
Raana-Farnoud,2,BA,,
Raana-Farnoud,2,School of Fine Arts,,
Raana-Farnoud,2,Tehran School of Translation,,
Rabih Mroué,2,BAC,,
Rabih Mroué,2,Beirut Art Center,,
Rabih Mroué,2,Centre Pompidou,,
Rabih Mroué,2,Gwangju Biennale,,
Rabih Mroué,2,House,,
Rabih Mroué,2,Istanbul Biennial,,
Rabih Mroué,2,Queens Museum of Art,,
Rabih Mroué,2,Tate Modern,,
Rachid Koraïchi,2,Albert Museum,,
Rachid Koraïchi,2,Art,,
Rachid Koraïchi,2,British Museum,,
Rachid Koraïchi,2,British Museum (London),,
Rachid Koraïchi,2,Darat al Funun,,
Rachid Koraïchi,2,Darat al Funun (Amman),,
Rachid Koraïchi,2,Johnson Museum of Art,,
Rachid Koraïchi,2,Khalid Shoman Foundation (Amman),,
Rachid Koraïchi,2,National Museum,,
Rachid Koraïchi,2,Queens Museum of Art,,
Raed Yassin,2,Guild Art Gallery,,
Raed Yassin,2,Manifesta,,
Raed Yassin,2,Transmediale,,
Raeda Ashour,2,,,
Raeda Ashour,2,BA,,
Raeda Ashour,2,Rushmore University,,
Raeda Ashour,2,Saudiaat Art Group,,
Raeda Ashour,2,School of Traditional Arts,,
Raeda Saadeh,2,Bezalel Academy of Arts and Design,,
Raeda Saadeh,2,Biennale,,
Raeda Saadeh,2,Biennale of Sydney,,
Raeda Saadeh,2,European Parliament,,
Raeda Saadeh,2,GEMAK Museum,,
Raeda Saadeh,2,House,,
Raeda Saadeh,2,Sharjah Biennial,,
Raffie Davtian,2,Academy of Arts,,
Raffie Davtian,2,Art,,
Raffie Davtian,2,Avant-garde Folk Music Club,,
Raffie Davtian,2,Cultural Studies Laboratory,,
Ragheb Ayad,2,,,
Ragheb Ayad,2,Agricultural Museum,,
Ragheb Ayad,2,Arab Museum of Modern Art,,
Ragheb Ayad,2,Art,,
Ragheb Ayad,2,Arts,,
Ragheb Ayad,2,Catholic,,
Ragheb Ayad,2,Coptic,,
Ragheb Ayad,2,Coptic Cathedral of Sohag,,
Ragheb Ayad,2,Coptic Secondary School,,
Ragheb Ayad,2,Decoration department,,
Ragheb Ayad,2,Museum of,,
Ragheb Ayad,2,Museum of Fine Arts,,
Ragheb Ayad,2,Royal Academy,,
Ragheb Ayad,2,School of Applied Arts,,
Ragheb Ayad,2,School of Fine Arts,,
Ragheb Ayad,2,Shepherd Hotel,,
Ragheb Ayad,2,Society of Fine Art,,
Ramin Haerizadeh,2,Gallery IVDE,,
Ramin Haerizadeh,2,Paris Photo,,
Ramin Haerizadeh,2,Studio 1.1,,
Ramtin Zad,2,BA,,
Ramtin Zad,2,Graphic Design,,
Ramtin Zad,2,Jahad University,,
Ramtin Zad,2,Payam Moasser Tehran School,,
Rana Begum,2,Chelsea College of Art and Design,,
Rana Begum,2,Slade School of Fine Art,,
Rania Attieh,2,Abu Dhabi Film Festival,,
Rania Attieh,2,Brooklyn Art Council,,
Rania Attieh,2,City College of New York,,
Rania Attieh,2,Film,,
Rania Attieh,2,Film and Television,,
Rania Moudaress,2,Art,,
Rania Moudaress,2,Higher Institute of Drama,,
Rania Moudaress,2,Music,,
Rania Moudaress,2,Paris,,
Rania Stephan,2,Manara & Kimo,,
Rania Stephan,2,Train-Trains,,
Raqs Media Collective,2,BALTIC Centre,,
Raqs Media Collective,2,Devi Art Foundation,,
Raqs Media Collective,2,Isabella Stewart Gardner Museum,,
Raqs Media Collective,2,Manifesta,,
Raqs Media Collective,2,Mass Communications,,
Rasheed Araeen,2,Arts Council of England,,
Rasheed Araeen,2,Biennale,,
Rasheed Araeen,2,East London University,,
Rasheed Araeen,2,Fukukoa Art Museum,,
Rasheed Araeen,2,Fukuoka Art Museum,,
Rasheed Araeen,2,Gallery,,
Rasheed Araeen,2,Gwangju,,
Rasheed Araeen,2,Gwangju Biennale,,
Rasheed Araeen,2,Kala Press,,
Rasheed Araeen,2,Mediterranean Project,,
Rasheed Araeen,2,NED University,,
Rasheed Araeen,2,Serpentine Gallery,,
Rasheed Araeen,2,Shanghai Biennale,,
Rasheed Araeen,2,Southampton University,,
Rasheed Araeen,2,Sydney Biennale,,
Rasheed Araeen,2,Thessaloniki Biennale,,
Rasheed Araeen,2,Wolverhampton University,,
Rashid Masharawi,2,,,
Rashid Masharawi,2,Cinema Production Centre,,
Rashid Masharawi,2,CPC,,
Rashid Masharawi,2,Harvard University,,
Rashid Masharawi,2,Mobile Cinema Department,,
Rashid Masharawi,2,MoMa,,
Rashid Masharawi,2,Museum of Applied Arts,,
Rashid Masharawi,2,Museum of Modern Art,,
Rashid Masharawi,2,Sharjah Biennial,,
Ravi Agarwal,2,Documenta,,
Ravi Agarwal,2,Gallery,,
Ravi Agarwal,2,National Gallery,,
Ravi Agarwal,2,Serpentine Gallery,,
Ravi Agarwal,2,Zacheta National,,
Rayyane Tabet,2,Cooper Union,,
Rayyane Tabet,2,Darat al Funun,,
Rayyane Tabet,2,New Museum,,
Rayyane Tabet,2,Phaidon Press,,
Rayyane Tabet,2,Sfeir-Semler Gallery,,
Rayyane Tabet,2,University of California,,
Reem Al Ghaith,2,,,
Reem Al Ghaith,2,Centre Pompidou,,
Reem Al Ghaith,2,Emirates Palace Hotel,,
Reem Al Ghaith,2,House,,
Reem Al Ghaith,2,Musée National,,
Reem Al Ghaith,2,School of Architecture and Design,,
Reem Al Ghaith,2,Sharjah Biennial,,
Reem Al Ghaith,2,Tashkeel,,
Reem Al Ghaith,2,Vitra Design Museum,,
Regina José Galindo,2,Sydney Biennial,,
René Gabri,2,Beaver Group,,
René Gabri,2,Beirut Art Center,,
René Gabri,2,City University of New York,,
René Gabri,2,Paraguay Press,,
René Gabri,2,University of Architecture,,
René Gabri,2,Whitney Museum,,
Reza Aramesh,2,Barbican Centre,,
Reza Aramesh,2,Goldsmith College,,
Reza Aramesh,2,ICA,,
Reza Aramesh,2,Royal Academy,,
Rika Noguchi,2,55th Carnegie International,,
Rika Noguchi,2,Carnegie Museum of Art,,
Rika Noguchi,2,Guggenheim Museum,,
Rika Noguchi,2,Hara Museum of Contemporary Art,,
Rika Noguchi,2,Walker Art Center,,
Robert MacPherson,2,Institute of Modern Art,,
Robert MacPherson,2,Museum of Contemporary Art,,
Robert MacPherson,2,Sharjah Art Museum,,
Robert MacPherson,2,Sharjah Biennial,,
Robert MacPherson,2,Sydney Biennale,,
Robert MacPherson,2,University of Queensland Art,,
Roberto Bellini,2,School of Fine Arts,,
Roberto Bellini,2,University of Texas,,
Rokni Haerizadeh,2,University of Tehran,,
Rosalind Nashashibi,2,Art,,
Rosalind Nashashibi,2,Glasgow School of Art,,
Rosalind Nashashibi,2,Imperial War Museum,,
Rosalind Nashashibi,2,Manifesta,,
Rosalind Nashashibi,2,Pompidou Centre,,
Rosalind Nashashibi,2,Venice Biennale,,
Rula Halawani,2,Birzeit University,,
Rula Halawani,2,City Museum,,
Rula Halawani,2,Institut du Monde Arabe,,
Rula Halawani,2,Sharjah Biennial,,
Runa Islam,2,Art,,
Runa Islam,2,Hammer Museum,,
Runa Islam,2,Museum of Contemporary Art,,
Runa Islam,2,Museum of Modern Art,,
Runa Islam,2,Royal College of Art,,
Runa Islam,2,Serpentine Gallery,,
Ryoji Ikeda,2,Aichi Triennale,,
Ryoji Ikeda,2,Ars Electronica Center,,
Ryoji Ikeda,2,Barbican Centre,,
Ryoji Ikeda,2,Museum of Contemporary Art,,
Ryoji Ikeda,2,Palazzo Grassi,,
Saba Innab,2,Architecture- Jordan University of Science,,
Saba Innab,2,Technology-,,
Saddek Wasil,2,,,
Saddek Wasil,2,Arts,,
Saddek Wasil,2,Association of Culture,,
Saddek Wasil,2,Global Foundation,,
Saddek Wasil,2,King Abdul Aziz University,,
Saddiek Mohammed Wasil,2,Art Dubai,,
Saddiek Mohammed Wasil,2,Athr Gallery,,
Saeed Salem,2,Balfaqih Visual Communication Consultants,,
Saeed Salem,2,Daihatsu,,
Saeed Salem,2,Unilever,,
Safeya Binzagr,2,Royal Geographic Society,,
Sahand Hesamiyan,2,Tehran International,,
Sahand Hesamiyan,2,Tehran University,,
Salim al-Dabbagh,2,Academy of Fine Arts,,
Salim al-Dabbagh,2,Graphic Department,,
Salim al-Dabbagh,2,House,,
Salim al-Dabbagh,2,Institute of Fine Arts,,
Saloua Raouda Choucair,2,,,
Saloua Raouda Choucair,2,Atelier d’Art Abstrait,,
Saloua Raouda Choucair,2,Beirut Exhibition Center,,
Saloua Raouda Choucair,2,Saloua Raouda Choucair Foundation,,
Saloua Raouda Choucair,2,Tate Modern,,
Saloua Raouda Choucair,2,École des Beaux-Arts,,
Salwa Aleryani,2,BA,,
Salwa Aleryani,2,Graphic Design,,
Salwa Aleryani,2,Savannah College of Art and Design,,
Salwa Aleryani,2,University of Petra,,
Sam Shalabi,2,Constellation Records,,
Sam Shalabi,2,Squint Fucker Press,,
Sama Alshaibi,2,Art,,
Sama Alshaibi,2,Bronx Museum,,
Sama Alshaibi,2,Denmark & Helsinki,,
Sama Alshaibi,2,Museum of Contemporary Art,,
Sama Alshaibi,2,Thessaloniki International,,
Sama Alshaibi,2,University of Colorado,,
Sama Alshaibi,2,Video,,
Sama Alshaibi,2,Video and Media,,
Samah Hijawi,2,Art,,
Samah Hijawi,2,Art School Palestine,,
Samah Hijawi,2,Central Saint Martins School of Art,,
Samah Hijawi,2,Petersburg Project,,
Samer Omran,2,Fourteenth Damascus International,,
Samer Omran,2,Higher Institute of Dramatic Arts,,
Samiah Khashoggi,2,,,
Samiah Khashoggi,2,BA,,
Samiah Khashoggi,2,Dar Al Hekma College,,
Samiah Khashoggi,2,De Montfort College,,
Samiah Khashoggi,2,Khashoggi,,
Samiah Khashoggi,2,Saudiaat,,
Samiah Khashoggi,2,Saudiaat Art Group,,
Samiah Khashoggi,2,University of Kingston,,
Samir Sayegh,2,Architecture and Graphic Design,,
Samir Sayegh,2,Department of the,,
Samira Badran,2,Academy of Fine Arts,,
Samira Badran,2,Foreign Ministry,,
Samira Badran,2,Sharjah Biennial,,
Samira Badran,2,YWCA,,
Sara Naim,2,Art,,
Sara Naim,2,BA,,
Sara Naim,2,Fine Art Media,,
Sara Naim,2,London College of Communication,,
Sara Naim,2,Slade School of Fine Art,,
Sara Rahbar,2,Art,,
Sara Rahbar,2,Centre Pompidou,,
Sara Rahbar,2,Fashion Institute of Technology,,
Sara Rahbar,2,Gallery,,
